company_name,city,state,funding_stage,last_funding_date,estimated_revenue,operating_status,website,full_description,employee_range,contact_email,founder_name,industries
Infisical,San Francisco,California,Series A,"Jun 6, 2025",,Active,infisical.com,"Infisical is an open-source platform that focuses on the secure management of application secrets, certificates, SSH keys, and configurations. It provides tools for teams to effectively manage sensitive information across various applications and environments. The platform features end-to-end encryption, ensuring that data remains protected during storage and transmission. Infisical also offers a user-friendly interface that simplifies the process of injecting secrets like API keys and database credentials into applications. Centralizing configuration management enhances collaboration among development teams and streamlines workflows, making it easier to maintain security and efficiency in software development.",51-100,support@infisical.com,Maidul Islam,"Cloud Security, Network Security, Software"
Procurement Sciences AI,Washington,District Of Columbia,Series B,"Nov 5, 2025",$10M to $50M,Active,procurementsciences.com,"Procurement Sciences develops an AI-powered software platform tailored to businesses that pursue government contracts. The company's flagship product, Awarded AI, is built to manage the entire contract lifecycle: from identifying public-sector opportunities to producing proposals, ensuring compliance and supporting contract delivery With features like AI-powered opportunity search, advanced proposal generation, and compliance checking, Awarded AI empowers contractors to enhance efficiency and win rates.",101-250,sales@procurementsciences.com,Christian Ferreira,"Science and Engineering, Software, Artificial Intelligence (AI), B2B, Enterprise Software, Machine Learning"
Kardigan,South San Francisco,California,Series B,"Oct 14, 2025",,Active,www.kardigan.bio,"Kardigan is a biopharmaceutical company developing a pipeline of personalized medicines to treat and potentially cure cardiovascular diseases. The company utilizes a proprietary Cardiac Intelligence R&D platform to confirm markers for safety, efficacy, and patient selection before human trials. Kardigan integrates AI-based tools into its clinical trials to optimize study design and increase confidence in results.",101-250,,Bob McDowell,"Health Care, Science and Engineering, Software, Artificial Intelligence (AI), Biopharma, Medical"
Maybern,New York,New York,Series B,"Nov 13, 2025",$1M to $10M,Active,maybern.com,"Maybern is a fintech company that focuses on transforming fund operations for private capital markets. It unifies financial and operational fund data into a singular platform to power accurate and standardized reporting, automate manual processes, and unlock real-time insights. The platform consolidates financial and operational fund data into a single system, offering workflow automation, real-time reporting, and built-in audit controls. It is designed specifically for fund CFOs and their teams, enabling them to reduce manual tasks, mitigate risk from scattered spreadsheets, and spend more time on strategic decision-making.",51-100,info@maybern.com,Ashwin Raghu,"Finance, Financial Services, FinTech, SaaS, Software"
Chariot,New York,New York,Series A,"Aug 8, 2024",$1M to $10M,Active,www.givechariot.com,"Chariot is building financial infrastructure for the $326 billion donor-advised fund market, the fastest-growing segment of philanthropy. DAFpay by Chariot is the industry’s first DAF payment option and was named one of TIME’s Best Inventions of 2025. Backed by Maveron, Y Combinator, SV Angel, and Spark Capital, Chariot's team is committed to empowering nonprofits to achieve their visions.",11-50,contact@givechariot.com,Aaron Kahane,"Social Impact, Software, B2B, Finance, Non Profit, Payments, SaaS"
SCATR,Cleveland,Ohio,Series A,"Apr 22, 2026",,Active,www.scatrcorp.ai/,SCATR is the data camouflage company provides data security with Zero Trust Transit across any network.,11-50,Careers@scatr.it,,"Cyber Security, Information Technology, Network Security"
Cambio,New York,New York,Series A,"Jan 22, 2026",$10M to $50M,Active,www.cambio.ai,"Cambio is an AI-powered commercial real estate operations platform that automates the collection, analysis, and reporting of building data to support workflows like capital planning, compliance, sustainability tracking, and retrofit planning. It uses large language models and agentic AI to ingest unstructured documents, integrate utility and performance data, and produce actionable insights and priority-ranked recommendations for property owners, asset managers, and investors. The platform consolidates disparate data into a unified system of record and generates automated reporting for regulatory and investor frameworks. Cambio also supports collaboration across teams and helps clients evaluate investment opportunities and monitor progress toward financial and performance goals.",101-250,info@Cambio.ai,Leia de Guzman,"Science and Engineering, Software, Agentic AI, Artificial Intelligence (AI), Business Process Automation (BPA), Commercial Real Estate, Real Estate"
Soul Machines,San Francisco,California,Series B,"Jun 20, 2024",,Active,soulmachines.com,"Founded in 2016, Soul Machines is a pioneer in the humanization of AI. We use our ground-breaking Biological AI technology to create engaging, empathetic AI Assistants, powered by our patented Digital Brain™. Our revolutionary Soul Machines Studio tools allow anyone to reimagine customer engagement, drive deep interactivity, and create personalized digital experiences. Soul Machines is unique in delivering the full capabilities of human and machine collaboration in an ethical, responsive, and unprecedented way.",51-100,sales@soulmachines.com,Greg Cross,"Hardware, Science and Engineering, Software, Artificial Intelligence (AI), E-Learning, Machine Learning, Virtual Reality"
iCOUNTER,Dallas,Texas,Series A,"Jul 16, 2025",,Active,www.icounter.com/,iCOUNTER has developed an intelligence capability that is solely focused on thwarting specific attacks.,11-50,contact@icounter.com,,"Cyber Security, Network Security"
Oshi Health,New York,New York,Series C,"Oct 16, 2024",,Active,www.oshihealth.com,"Oshi Health is a virtual-first gastroenterology (GI) clinic that diagnoses, treats and remotely monitors digestive (GI) conditions. Patients work with Oshi Health's integrated care team of gastroenterologists and GI-specialized nurse practitioners, registered dietitians, behavioral psychologists and health coaches to determine the root causes of their symptoms and use a personalized care plan that includes medication, dietary interventions and gut-brain behavioral therapy to get symptoms under control.",101-250,,Sameer Berry,"Health Care, Health Diagnostics, Medical, Wellness"
Concentric AI,San Jose,California,Series B,"Oct 24, 2024",$1M to $10M,Active,www.concentric.ai,"Concentric’s Semantic Intelligence solution delivers data risk insights across the entire inventory of sensitive documents in the cloud and on-premises. Its deep learning technology examines each document’s content and context for efficient actionable security. It scans the documents, identifies sensitive or business-critical data, evaluates the risk each document poses, and highlights critical concerns that need immediate attention. 

The company was founded in 2018 and is headquartered in San Jose, California.",51-100,karthik@concentric.ai,Karthik Krishnan,"Privacy and Security, Science and Engineering, Software, Artificial Intelligence (AI), Network Security"
Pylon,San Francisco,California,Series B,"Aug 20, 2025",,Active,www.usepylon.com,"Pylon is the modern alternative to Zendesk, optimized for B2B.

We bring together everything a post-sales teams team needs including a ticketing system, B2B omnichannel integrations (Slack Connect, Microsoft Teams), modern chat widget, knowledge base, AI support bot, account management, customer marketing, and more.",101-250,,Advith Chelikani,"Other, Professional Services, Sales and Marketing, Artificial Intelligence (AI), B2B, CRM, Customer Service, Software"
DigitalXForce,Southlake,Texas,Seed,"Jan 1, 2026",$1M to $10M,Active,digitalxforce.com,"DigitalXForce provides a cloud-based platform to help organizations manage cybersecurity risk. Its platform automates tasks, offers real-time risk assessment, and integrates with various security tools. DigitalXForce aims to simplify cybersecurity and compliance for businesses.",51-100,,,"Cyber Security, SaaS"
interface.ai,San Francisco,California,Series A,"Oct 22, 2024",$1M to $10M,Active,interface.ai,"interface.ai is an award-winning out-of-the-box Intelligent Virtual Assistant(IVA) that acts as a “personal bank teller” to help customers 24x7 through every step of the journey from being a prospect to achieving financial wellness. 

interface.ai has grown over 1600% in the last year from a couple of million dollars to several tens of millions of dollars in revenues.

The company has won several industry awards including the coveted Finovate and CUNA Council 'Best of Show' awards.

Currently, interface.ai powers 70+ financial institutions in the United States with their Artificial Intelligence-powered solutions and is one of the fastest-growing fintech providers across the globe.",101-250,sales@interface.ai,Srinivas Njay,"Enterprise Software, FinTech"
Carry,Brooklyn,New York,Series A,"Jul 17, 2024",,Active,carrymoney.com,Carry helps business owners and modern professionals build wealth.,11-50,,,"Financial Services, Wealth Management"
Lace,Mountain View,California,Seed,"Apr 21, 2025",,Active,laceai.net/,"Lace is a revenue intelligence software designed for call centers in the trades. It uncovers over 40% of unbooked calls, generating millions in additional revenue while empowering agents (CSRs) to book more calls - all with no extra marketing or hiring costs.",11-50,boris@laceai.net,Boris Valkov,"Science and Engineering, Software, Artificial Intelligence (AI), Call Center"
Cosmos,New York,New York,Series A,"Jan 20, 2026",,Active,cosmos.so,"Cosmos is a Pinterest alternative for creatives. Save anything on the web, curate into clusters, and share with the world.",1-10,,Andy McCune,"Media and Entertainment, Mobile, Science and Engineering, Artificial Intelligence (AI), Content, Mobile Apps, Software"
TESS,Concord,California,Seed,"Mar 2, 2026",$10M to $50M,Active,tess.us/,"Founded in California by Brazilian entrepreneurs, TESS AI is an enterprise-grade autonomous agentic AI platform engineered to deliver hard corporate ROI. The company empowers professionals to build highly customized AI agents orchestrating over 250 AI models, featuring native integration with global automation ecosystems. By pioneering a disruptive, ""seatless"" pricing model, TESS eliminates restrictive per-user licenses, generating up to 90% in cost savings and allowing enterprises to consolidate their stack by replacing 4 to 5 traditional SaaS tools within the first six months. Powered by a complex agentic architecture—outperforming Meta’s $2B Manus AI—TESS is driving explosive adoption, with over 16,000 users executing more than 600,000 autonomous tasks every month.",11-50,ricardo@tess.im,Renato Ferreira,"Software, Agentic AI, Artificial Intelligence (AI), Generative AI, SaaS"
Freeform,Los Angeles,California,Series B,"Jan 7, 2026",$1M to $10M,Active,freeformfuture.com,"Freeform is a 3D printing company offering metal 3D printing solutions for manufacturing companies. Freeform deploys software-defined, self-sufficient metal 3D printing factories around the world, bringing software scalability to physical production. Freeform's technology stack combines advanced sensing, real-time controls, and data-driven learning to produce digitally-verified, flawless parts at previously unheard-of speeds and costs.",11-50,,Erik Palitsch,"Science and Engineering, Software, 3D Technology, Electronics, Industrial Automation, Machinery Manufacturing, Robotics"
Franklin,New York,New York,Seed,"Jun 3, 2025",,Active,www.hellofranklin.co/,"Franklin develops a payroll tool for making employee payments. The platform allows users to pay their workers in cash and crypto in an automated, tax-compliant way. It can be also used as an HR management system, to make expense reimbursement payments, pay vendors, and many other features.",1-10,contact@hellofranklin.co,Megan Knab,Payments
Overwatch Data,Brooklyn,New York,Seed,"Nov 15, 2024",Less than $1M,Active,www.overwatchdata.ai/,"Overwatch is a SaaS platform that assists businesses in monitoring data streams for real-world events that affect their operations. Overwatch Data employs cutting-edge machine learning and natural language processing (NLP) for market intelligence, geopolitical and supply chain risk, fraud risk, brand risk, and/or executive protection.",1-10,sales@overwatchdata.io,Arjun Bisen,"Information Technology, Software, Big Data, Data Visualization, Natural Language Processing, SaaS"
Allure Security Technology,Waltham,Massachusetts,Series B,"Mar 19, 2026",$10M to $50M,Active,www.alluresecurity.com,"Allure uses artificial intelligence to develop an anti-phishing solution that defends enterprise customers from cyber attacks. Allure detects phishing campaigns in near real-time from the first customer attack. It identifies which customers are being phished, devalues anything the cybercriminal may have stolen from the customer, and assists the enterprise in destroying the malicious site by taking it down. 

It was developed with $10M in DARPA funding by a team of Columbia University scientists. It is headquartered in Waltham, Massachusetts.",11-50,info@alluresecurity.com,Angelos Keromytis,"Mobile, Privacy and Security, Professional Services, Artificial Intelligence (AI), Big Data, Cloud Security, Cyber Security"
Yendo,Dallas,Texas,Series B,"Feb 20, 2026",$1M to $10M,Active,yendo.com,"Yendo provides a credit card product that utilizes vehicle equity to offer consumers credit limits at various rates. The company's service works like a regular card, is accepted anywhere, and includes features like cash access and credit building options. Yendo offers a simple application process that results in a virtual card before the physical card arrives.",51-100,press@yendo.com,Daniel Ashy,"Lending and Investments, Payments, Science and Engineering, Artificial Intelligence (AI), Consumer Lending, Credit Cards, Financial Services, FinTech"
Peregrine Technologies,San Francisco,California,Series C,"Mar 4, 2025",$10M to $50M,Active,peregrine.io,"Peregrine creates technology to help public safety agencies make data-driven decisions, power the operations, and maintain strong community relationships. Its software fuses disconnected data across secure networks and empowers public safety leaders with new ways to search, analyze, and collaborate. The company delivers industry-leading privacy and security controls to help government institutions unlock complex data workflows, enable new types of public-private partnerships, and build trust with the communities they serve.",101-250,media@peregrine.io,Ben Rudolph,"Other, Software, Analytics, Database, Information Technology, Public Safety, Real Time"
TinyFish,Palo Alto,California,Series A,"Aug 20, 2025",,Active,tinyfish.ai,"TinyFish provides enterprise web agent software that automates interactions with complex and dynamic websites. It enables companies to run large-scale web workflows, such as pricing tracking, ride booking, job application autofill, and event data extraction, with observability, adaptability, and integration into enterprise systems. These agents emulate human-like navigation to extract structured data from evolving web interfaces and surface high-resolution insights for business operations. TinyFish supports use cases like hotel price monitoring by converting public web pages into useable data, helping previously hard-to-find properties appear via search, and processing event data into structured leads for sales teams. It also powers intelligent product matching for e-commerce and drives demand forecasting and pricing strategies for ride-hailing, transforming raw web signals into actionable intelligence.",11-50,info@tinyfish.ai,Keith Zhai,"Information Technology, Internet Services, Science and Engineering, Artificial Intelligence (AI), Cloud Computing, Internet, PaaS"
Articul8,Palo Alto,California,Series B,"Jan 7, 2026",,Active,www.articul8.ai,"Articul8 is a generative artificial intelligence company that provides an enterprise software platform designed to turn complex data into actionable insights through domain-specific AI tools. It offers a full-stack GenAI system that uses a proprietary reasoning engine to assemble specialized agents and models for tasks such as engineering workflows, financial analysis, supply chain interpretation, and technical document understanding. The platform supports autonomous execution of data tasks with features for observability, traceability, and integration via APIs and customizable applications. It enables teams to deploy, tailor, and manage AI applications that align with specific industry requirements and internal data environments. Articul8’s offerings include modular AI agents and customizable templates that streamline the development of secure, domain-focused intelligence solutions.",51-100,,Arun Subramaniyan,"Software, Artificial Intelligence (AI), Enterprise Software, Generative AI"
Jozu,New York,New York,Seed,"May 8, 2025",$1M to $10M,Active,jozu.com,"Jozu secures AI artifacts from supply chain through runtime. Security scan results, prompt guardrails, agent tool use policies, and human approvals are distributed as cryptographically verified OCI artifacts. Jozu enforces those policies and guardrails at the server, on the desktop, and at the edge, even in air-gapped environments. Untrusted agents and models run in isolated sandboxes with policies enforced at the boundary and kernel level. Built on CNCF KitOps, the most widely adopted open source AI packaging standard.",11-50,info@jozu.com,Brad Micklea,"Information Technology, Privacy and Security, Science and Engineering, Agentic AI, AI Infrastructure, Artificial Intelligence (AI), Cyber Security, DevOps"
Rebar,New York,New York,Series A,"Mar 10, 2026",,Active,www.withrebar.ai,"Rebar is a construction technology company that develops AI-powered estimating software for HVAC equipment suppliers and representative firms. Its platform helps teams automate HVAC takeoffs, the process of reviewing building plans, to identify and count equipment needed for a project. The company’s software uses artificial intelligence to analyze construction drawings and automatically tag and quantify HVAC components such as dampers, diffusers, and other equipment. This reduces the manual work involved in estimating and enables teams to generate project estimates much faster.

In addition to automated takeoffs, the platform provides tools for tracking estimating performance, analyzing market specifications, and monitoring bidding activity to help HVAC suppliers make more informed sales and product decisions. It focuses on bringing AI-driven automation to the architecture, engineering, and construction (AEC) sector by streamlining complex estimation workflows for HVAC businesses.",11-50,,Andrew Schwartz,"Real Estate, Science and Engineering, Software, Artificial Intelligence (AI), Construction, Heating, Ventilation, and Air Conditioning (HVAC), Industrial"
Dyna Robotics,Redwood City,California,Series A,"Sep 15, 2025",$1M to $10M,Active,www.dyna.co,"Dyna Robotics develops advanced robotic manipulation models to automate repetitive and stationary tasks. The company's mission is to help businesses by automating repetitive, stationary tasks with affordable, intelligent robotic arms. Leveraging the latest advancements in foundation models, it performs a wider range of assignments with greater precision and adaptability. It also allows businesses to generalize robots across diverse tasks and environments and optimize operations.",11-50,,Jason Ma,"Information Technology, Science and Engineering, Software, Artificial Intelligence (AI), Machine Learning, Robotics"
Ekkobar,Indianapolis,Indiana,Seed,"Feb 25, 2025",$1M to $10M,Active,ekkobar.ai/,"Ekkobar has achieved its mission of cracking the social media code.  Using proprietary cutting-edge predictive and conversational AI technologies, Ekkobar’s solutions take advantage of the largest data set in the world to provide ROI-based answers to sports leagues, teams, agents, and others in the industry.  There are two sets of products, risk and actionable insights.  On the risk side, there is a risk assessment solution that is essentially a social media background check using our 20-point AI technology.  Then there is the risk monitoring solution that keeps an eye on social media, 24/7, to look for issues that may arise and if so, alerts the appropriate people.  On the other side, our conversational and stance insights solutions helps brands understand the conversation at a deep level.",1-10,rhys@ekkobar.ai,Amber Dodson,"Information Technology, Media and Entertainment, Science and Engineering, Artificial Intelligence (AI), Politics, SaaS"
Relyance AI,San Mateo,California,Series B,"Oct 10, 2024",$10M to $50M,Active,relyance.ai,"AI-native protection that makes every data journey visible, controlled, and compliant. From the first line of code to the final AI output - autonomously predict threats, enforce policies, and always be audit-ready, eliminating 80% of manual oversight.",51-100,info@relyance.ai,Abhi Sharma,"Privacy and Security, Professional Services, Science and Engineering, Artificial Intelligence (AI), Compliance, Cyber Security, Data Governance, Privacy"
Mandel AI,San Francisco,California,Seed,"Mar 25, 2026",,Active,mandel.ai/,"Mandel AI helps manufacturers surface supply chain disruptions and supplier updates with email AI. We use AI agents that proactively extract data and email suppliers for order updates, building a real-time self updating supply chain source of truth.",1-10,,Alex Bonin,"Manufacturing, Other, Science and Engineering, Artificial Intelligence (AI), B2B, Enterprise Software, Information Technology"
LeoLabs,Menlo Park,California,Series B,"May 19, 2025",$1M to $10M,Active,www.leolabs.space,"LeoLabs is an aerospace company that supplies and provides low Earth orbit mapping and space situational awareness services. The company's software platform offers an open API and provides the basis for a new generation of SSA and traffic safety services.

LeoLabs was founded in 2015 and is headquartered in Menlo Park, CA.",101-250,info@leolabs.space,Daniel Ceperley,"Software, Aerospace, Database, Mapping Services"
Cartography Biosciences,South San Francisco,California,Series B,"Oct 2, 2025",$10M to $50M,Active,cartography.bio,"Cartography is an oncology company that develops cancer immunotherapies that target novel and highly specific tumor antigens. The company provides a differentiated oncology pipeline of antibody-based therapies to target tumors more precisely than existing therapeutics. Its ATLAS and SUMMIT drug discovery platforms are powered by an industry-leading, fully integrated dataset spanning hundreds of thousands of cell states across the healthy body and large-scale profiling of individual cells from patient tumors.",11-50,hello@cartography.bio,Ansuman Satpathy,"Biopharma, Biotechnology, Health Care, Life Science, Oncology"
DwellFi,Palo Alto,California,Seed,"May 7, 2025",$1M to $10M,Active,dwellfi.ai,"We help fund administrators, family offices, and private equity/venture capital firms streamline back-office operations with AI agents that automate capital call processing, fund migration, reconciliation, and DDQ generation — delivering over 25% operational efficiency gains. DwellFi also offers enterprise-grade infrastructure for asset tokenization, allowing real-world assets (RWA) to be minted on-chain using smart contracts and secure wallet management. This enables liquidity, transparency, and interoperability across the investment lifecycle. As private markets grow toward $29.2T by 2029, DwellFi bridges traditional finance and digital innovation — empowering financial institutions to scale without scaling headcount, reduce manual effort, and unlock data-driven insights through automation.",11-50,sales@dwell.fi,Deepak Sheoran,"Financial Services, Other, Science and Engineering, Artificial Intelligence (AI), Asset Management, Blockchain, FinTech"
Alkira,San Jose,California,Series C,"May 15, 2024",$10M to $50M,Active,www.alkira.com,"Alkira Network is a developer of a network cloud that allows businesses to build and position multi-cloud network-as-a-service in minutes.

The company's Network Cloud reinvents networking for the cloud era with hybrid and multi-cloud network connectivity, integrated network and security services, end-to-end day-2 operational visibility, advanced controls, and governance. Alkira Network Cloud is based on Alkira Cloud Services Exchange™ solution with a global unified network infrastructure delivered as-a-service for easy and simple consumption. Just draw the network across users, sites, and clouds on an intuitive digital design canvas, provision it in one click, and start using it in minutes. Alkira’s solution is used by Fortune-100 enterprises, leading system integrators, and managed service providers.

Amir Khan and Atif Khan established the company in San Jose, California in 2018.",101-250,contact@alkira.net,Amir Khan,"Privacy and Security, Cloud Infrastructure, Cloud Security, Information Services, Information Technology, Network Security"
Harmonic,Palo Alto,California,Series C,"Nov 25, 2025",$1M to $10M,Active,harmonic.fun,"Harmonic builds an AI-driven mathematical reasoning engine that aims to bring “mathematical superintelligence” to theorem proving, software verification, and education. The platform integrates reinforcement learning and formal methods to support development of tools that can reason about mathematical concepts and verify correctness in safety-critical systems. Harmonic offers software components and AI research infrastructure to translate research into usable applications, including mobile and web products.",11-50,legal@harmonic.fun,Tudor Achim,"Software, Artificial Intelligence (AI), Foundational AI, Machine Learning"
Trustible AI,Arlington,Virginia,Seed,"Jun 10, 2025",$1M to $10M,Active,www.trustibleai.com,"Trustible AI provides a platform for managing and governing AI systems, offering tools such as AI inventory, risk management, policy frameworks, assessments, regulatory compliance, and literacy training. It centralizes AI use cases, models, data, and vendors, enabling structured assessments and workflows to address performance, security, ethical, and legal risks while aligning with frameworks like the EU AI Act, NIST AI RMF, and ISO/IEC 42001. The platform supports policy development with templates, automated compliance checks, stakeholder collaboration, and audit trails. It also streamlines proposal, review, approval, and monitoring processes to help organizations deploy AI responsibly, backed by training modules and reporting capabilities.",1-10,contact@trustibleai.com,Andrew Gamino-Cheong,"Professional Services, Science and Engineering, Software, Artificial Intelligence (AI), Compliance, Information Technology, Risk Management"
Lila Sciences,Cambridge,Massachusetts,Series A,"Jan 20, 2026",,Active,www.lila.ai,"Lila Sciences is a platform that uses artificial intelligence to support research in life sciences, chemical sciences, and materials sciences. It develops AI-driven tools and autonomous labs to improve research efficiency and facilitate scientific discoveries. The platform is designed to enhance various aspects of the scientific method and contribute to advancements in technology and innovation.",101-250,info@lila.ai,Molly Gibson,"Science and Engineering, Software, Artificial Intelligence (AI), Foundational AI, Life Science"
ContextQA,Austin,Texas,Seed,"Apr 26, 2026",,Active,contextqa.com,"ContextQA is a profitable, venture-backed AI test automation company with 50+ people across San Francisco, Austin TX, and India. The platform serves global enterprise clients across aviation, logistics, BFSI, HR tech, and CRM domains.

ContextQA unifies three product lines: (1) Enterprise App & Workflow Testing — end-to-end QA for Salesforce, Workday, SAP, and custom systems with AI-generated test cases, self-healing selectors, and 500+ pre-built automation assets; (2) ContextAI Agent Testing — validates non-deterministic AI agents on Agentforce, Amazon Bedrock, Snowflake Cortex, and Azure AI Foundry using multi-judge evaluations and red-teaming scenarios; (3) MCP Developer Workflows — integrates directly into Cursor and Claude Code so engineers can trigger tests and receive AI root-cause analysis without leaving their IDE.

Named customers include SITA, Ruckus Networks, and Halight. Strategic partners include IBM (watsonx.ai integration), Coforge, and Red Hat. Enterprise-ready with SOC 2 Type II, ISO 27001, and GDPR certifications, deployable as SaaS or on a customer's private cloud.",51-100,sales@contextqa.com,Deep Barot,"Other, Professional Services, Science and Engineering, Artificial Intelligence (AI), B2B, DevOps, Information Technology, Quality Assurance"
GenLogs,Arlington,Virginia,Series B,"Feb 2, 2026",$10M to $50M,Active,www.genlogs.io,GenLogs is a freight intelligence company that offers truck carrier mapping services via AI-driven roadside sensors.,51-100,contact@genlogs.io,Blake Balch,"Navigation and Mapping, Science and Engineering, Software, Artificial Intelligence (AI), Freight Service, Logistics, Mapping Services, Sensor"
Mezo,Menlo Park,California,Series A,"Jul 26, 2024",,Active,mezo.org,"Mezo is a platform that empowers people to live off their Bitcoin. With features like Borrow, Mezo enables seamless everyday finance while maintaining strong security and alignment with Bitcoin’s core principles of decentralization, permissionless access, and self-sovereignty. Designed for both end-users and developers, Mezo offers an intuitive and reliable suite of financial tools, making Bitcoin the foundation of a bank-free economy.",11-50,,Matt Luongo,"Payments, Software, Bitcoin, Blockchain, Cryptocurrency, Finance, Personal Finance"
Slang,New York,New York,Series B,"Feb 24, 2026",$1M to $10M,Active,www.slang.ai,"Slang AI offers a virtual phone agent that operates continuously, answering calls and booking reservations for restaurants. The platform answers incoming calls, takes reservations, handles common guest questions, and processes orders through natural language conversations. It integrates with point-of-sale systems, reservation platforms, and other restaurant software to sync availability, menus, and order details in real time. Slang’s technology is built to interpret conversational speech patterns and route complex requests to staff when needed. The company’s services aim to reduce missed calls and streamline front-of-house operations through automated voice assistance tailored to hospitality environments.",11-50,support@slang.ai,Alex Sambvani,"Internet Services, Media and Entertainment, Other, Artificial Intelligence (AI), Customer Service, Internet, Reservations"
Lindus,Boston,Massachusetts,Series B,"Apr 3, 2025",,Active,www.lindushealth.com,"Lindus is an Accountable Research Organization, engineered to give biotech and pharmaceutical sponsors confidence and control to generate clinical data on time and on budget. In the last 3 years, Lindus has executed over 45 full-scope trials across cardiometabolic, respiratory, psychiatry, dermatology, women's health, and diagnostics. Behind each study is an integrated model spanning feasibility, central enrollment infrastructure, and flexible site models. Trials run on Citrus™, an AI-native trial operating system, and are governed by performance-based contracts with milestone-based payments. 82% of Lindus executed trials completed enrollment on or ahead of our proposed timeline. The company is backed by Dr. Bob Langer, Peter Thiel, and Dr. Tim Garnett.",101-250,hello@lindushealth.com,Meriwether Beckwith,"Biotechnology, Clinical Trials, Health Care, Medical"
Coram AI,Sunnyvale,California,Series A,"Jan 16, 2025",$1M to $10M,Active,www.coram.ai,"Coram AI develops a video intelligence platform to provide businesses with insights into daily operations. The company offers a novel, AI-native security platform that helps customers ranging from schools to manufacturers better monitor their sites to dramatically improve safety and efficiency.",51-100,support@coram.ai,Ashesh Jain,"Media and Entertainment, Privacy and Security, Science and Engineering, Artificial Intelligence (AI), Computer Vision, Intelligent Systems, Security, Software"
Fibr,Dover,Delaware,Seed,"Feb 4, 2026",,Active,fibr.ai/,"Fibr is a cutting-edge AI-powered platform designed to tackle the escalating challenge of customer acquisition costs (CAC) in a rapidly evolving digital landscape. As third-party cookies are phased out and privacy regulations become more stringent, traditional marketing methods are increasingly insufficient for driving down CAC and maximizing ROI. Fibr addresses this issue with its advanced personalization solutions, which enhance the effectiveness of every marketing interaction.

The company's Web Pilot is an innovative tool that generates personalized, landing pages for every ad, email, and communication. This technology ensures that each user interaction is tailored to individual preferences and behaviors, significantly improving engagement and conversion rates. By providing a personalized experience across all touchpoints, Fibr helps businesses optimize their marketing spend and reduce CAC effectively.

Complementing Web Pilot is Fibr’s AI Blocks, which simplifies adapting and repurposing successful content across different formats and channels. This tool ensures that marketing messages remain relevant and compelling, whether used in ads, social media posts, or emails. With Fibr, businesses can deliver cohesive, on-brand experiences at scale, streamline content creation, and achieve superior marketing results. By leveraging Fibr’s AI-driven personalization, companies can navigate the challenges of a cookie-less future and drive down CAC, making their marketing efforts more efficient and impactful.",11-50,info@fibr.ai,Ankur Goyal,"Information Technology, Sales and Marketing, Science and Engineering, A/B Testing, Artificial Intelligence (AI), Marketing Automation, Personalization"
Stand,San Francisco,California,Series B,"Oct 16, 2025",,Active,www.standinsurance.com,Stand simulates real-world risk using physics and AI.,11-50,support@getstand.com,,"Insurance, InsurTech, Property Insurance"
Convergent Therapeutics,Cambridge,Massachusetts,Series A,"Sep 24, 2024",$1M to $10M,Active,convergentrx.com,"Convergent Therapeutics is a pharmaceutical company that focuses on developing radiopharmaceutical therapies for prostate cancer. The company's proprietary technology involves dual-targeted radionuclide therapy developed by Dr. Neil Bander, Professor of Urologic Oncology at Weill Cornell Medicine, and licensed to Convergent by Cornell University. CONV 01-α, a monoclonal antibody conjugated with 225Ac, a radioactive alpha particle emitter, was specifically designed to bind to the prostate-specific membrane antigen (PSMA). A key functional feature of CONV 01-α is that, once bound to PSMA, it becomes internalized, thereby delivering its powerful radioactive payload directly into the prostate cancer cells. CONV 01-α is covered by multiple issued U.S. and foreign patents. If FDA-approved, CONV 01-α would be the first antibody approved to direct a radioisotope to prostate cancer and the first drug approved for the use of 225Ac in a cancer treatment.",1-10,,Neil Bander,"Health Care, Medical, Pharmaceutical"
Alida Biosciences,San Diego,California,Series A,"Nov 4, 2025",$1M to $10M,Active,alidabio.com,"Alida Biosciences is a biotechnology company developing next-generation epigenetic and epitranscriptomic sequencing technologies that uncover regulatory information beyond DNA sequence alone. By enabling high-resolution, quantitative analysis of RNA modifications, Alida’s EpiPlex platform and EpiScout software reveals previously inaccessible biology that drives disease onset, progression, and therapeutic response. The company’s tools support advanced biomarker discovery and functional genomics across oncology, autoimmune, and neurodegenerative diseases, serving academic researchers, biopharma, and diagnostic partners seeking deeper insight into gene regulation for precision medicine.",11-50,info@alidabio.com,Byron Purse,"Software, Biotechnology, Health Care, Life Science"
Gridware,San Francisco,California,Series B,"Nov 17, 2025",$50M to $100M,Active,gridware.io,"Gridware offers a grid-intelligence platform that equips utilities with real-time visibility into the physical, electrical, and environmental conditions of their overhead infrastructure. Its core product, GridScope, is a small, solar-powered sensor mounted on utility poles that continuously monitors mechanical vibrations, electrical activity, and ambient stressors even during outages. On-device analytics identify hazards, localize faults, and classify their severity, allowing line crews to respond efficiently and safely. Through its Active Grid Response system, Gridware helps utilities detect issues before they escalate, supporting timely maintenance and more stable grid operations.",101-250,careers@gridware.io,Abdulrahman Bin Omar,"Software, Energy, Hardware, Internet of Things, Power Grid, SaaS"
